<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.04.28	00:03:31.045	1.17216	1.17264			6
2026.04.28	00:03:41.571		1.17252			4
2026.04.28	00:04:00.231	1.17216				2
2026.04.28	00:04:12.878		1.17263			4
2026.04.28	00:04:13.178		1.17252			4
2026.04.28	00:04:13.479		1.17254			4
2026.04.28	00:04:17.688		1.17252			4
2026.04.28	00:04:43.578		1.17263			4
2026.04.28	00:05:00.147	1.17216				2
2026.04.28	00:05:00.448	1.17199	1.17248			6
2026.04.28	00:05:00.747	1.17193	1.17242			6
2026.04.28	00:05:04.958	1.17191	1.17238			6
2026.04.28	00:05:05.860	1.17195				2
2026.04.28	00:05:06.160	1.17191				2
2026.04.28	00:05:06.763	1.17195				2
2026.04.28	00:05:07.063	1.17193				2
2026.04.28	00:05:16.986		1.17230			4
2026.04.28	00:05:23.902	1.17195				2
2026.04.28	00:05:24.205	1.17191				2
2026.04.28	00:05:25.410	1.17193				2
2026.04.28	00:05:47.070		1.17238			4
2026.04.28	00:06:00.007	1.17193				2
2026.04.28	00:06:22.887		1.17230			4
2026.04.28	00:06:54.192		1.17239			4
2026.04.28	00:07:00.217	1.17193				2
2026.04.28	00:07:25.221		1.17230			4
2026.04.28	00:07:35.755		1.17232			4
2026.04.28	00:07:40.581		1.17230			4
2026.04.28	00:07:55.637		1.17239			4
2026.04.28	00:08:00.159	1.17193				2
2026.04.28	00:08:24.846		1.17230			4
2026.04.28	00:08:55.254		1.17239			4
2026.04.28	00:09:00.070	1.17193				2
2026.04.28	00:09:22.363		1.17230			4
2026.04.28	00:09:53.364		1.17239			4
2026.04.28	00:10:00.280	1.17193				2
2026.04.28	00:10:14.116	1.17190				2
2026.04.28	00:10:53.524		1.17239			4
2026.04.28	00:10:56.531	1.17193				2
2026.04.28	00:11:00.154	1.17193				2
2026.04.28	00:11:01.655		1.17245			4
2026.04.28	00:11:02.554		1.17239			4
2026.04.28	00:11:19.405		1.17230			4
2026.04.28	00:11:50.121		1.17239			4
2026.04.28	00:12:00.055	1.17193				2
2026.04.28	00:12:02.159	1.17192				2
2026.04.28	00:12:04.260	1.17193				2
2026.04.28	00:12:50.291	1.17191	1.17239			6
2026.04.28	00:12:50.592	1.17195				2
2026.04.28	00:12:50.892	1.17191				2
2026.04.28	00:12:51.192	1.17195				2
2026.04.28	00:12:51.493		1.17230			4
2026.04.28	00:12:52.095	1.17193				2
2026.04.28	00:13:00.229	1.17193				2
2026.04.28	00:13:22.496		1.17239			4
2026.04.28	00:13:34.230	1.17191				2
2026.04.28	00:13:34.531	1.17195				2
2026.04.28	00:13:36.036	1.17193				2
2026.04.28	00:14:00.119	1.17193				2
2026.04.28	00:14:03.427		1.17230			4
2026.04.28	00:14:34.735		1.17239			4
2026.04.28	00:14:36.837		1.17229			4
2026.04.28	00:14:37.139	1.17206	1.17239			6
2026.04.28	00:14:37.444	1.17193	1.17229			6
2026.04.28	00:14:37.738	1.17206	1.17239			6
2026.04.28	00:14:38.040	1.17193	1.17229			6
2026.04.28	00:14:38.346	1.17206	1.17239			6
2026.04.28	00:14:38.941	1.17193	1.17229			6
2026.04.28	00:14:39.248	1.17206	1.17239			6
2026.04.28	00:14:39.542	1.17193	1.17229			6
2026.04.28	00:14:39.844	1.17206	1.17239			6
2026.04.28	00:14:40.149	1.17193	1.17229			6
2026.04.28	00:14:40.450	1.17206	1.17239			6
2026.04.28	00:14:40.751	1.17193				2
2026.04.28	00:14:46.781		1.17230			4
2026.04.28	00:15:00.022	1.17193				2
2026.04.28	00:15:02.732	1.17192				2
2026.04.28	00:15:05.442	1.17193				2
2026.04.28	00:15:17.787		1.17239			4
2026.04.28	00:15:54.214		1.17230			4
2026.04.28	00:16:00.235	1.17193				2
2026.04.28	00:16:54.425		1.17230			4
2026.04.28	00:16:55.928		1.17239			4
2026.04.28	00:17:00.147	1.17193				2
2026.04.28	00:17:36.255		1.17230			4
2026.04.28	00:18:00.033	1.17193				2
2026.04.28	00:18:07.254		1.17239			4
2026.04.28	00:19:00.248	1.17193				2
2026.04.28	00:19:03.857		1.17230			4
2026.04.28	00:19:35.158		1.17239			4
2026.04.28	00:19:58.923		1.17230			4
2026.04.28	00:20:00.123	1.17193				2
2026.04.28	00:20:29.625		1.17245			4
2026.04.28	00:20:29.926		1.17230			4
2026.04.28	00:20:55.515	1.17190				2
2026.04.28	00:20:55.816	1.17195				2
2026.04.28	00:20:56.420	1.17190				2
2026.04.28	00:20:57.018	1.17193				2
2026.04.28	00:21:00.038	1.17193				2
2026.04.28	00:21:01.237		1.17245			4
2026.04.28	00:21:10.866		1.17230			4
2026.04.28	00:21:41.273		1.17246			4
2026.04.28	00:22:00.236	1.17193				2
2026.04.28	00:22:33.050		1.17230			4
2026.04.28	00:23:00.140	1.17193				2
2026.04.28	00:23:03.459		1.17246			4
2026.04.28	00:23:11.876	1.17189				2
2026.04.28	00:23:23.902	1.17194				2
2026.04.28	00:24:00.032	1.17194				2
2026.04.28	00:24:01.834		1.17230			4
2026.04.28	00:24:20.490	1.17193				2
2026.04.28	00:24:32.530		1.17246			4
2026.04.28	00:25:00.202	1.17193				2
2026.04.28	00:25:26.391		1.17230			4
2026.04.28	00:25:57.396		1.17246			4
2026.04.28	00:26:00.101	1.17193				2
2026.04.28	00:26:13.364		1.17230			4
2026.04.28	00:26:30.507	1.17192				2
2026.04.28	00:26:35.928	1.17193				2
2026.04.28	00:26:44.056		1.17246			4
2026.04.28	00:26:56.394		1.17230			4
2026.04.28	00:27:00.003	1.17193				2
2026.04.28	00:27:26.804		1.17246			4
2026.04.28	00:27:45.767		1.17230			4
2026.04.28	00:28:00.201	1.17193				2
2026.04.28	00:28:16.172		1.17246			4
2026.04.28	00:28:51.681		1.17230			4
2026.04.28	00:28:53.788	1.17192				2
2026.04.28	00:28:56.193	1.17193				2
2026.04.28	00:29:00.112	1.17193				2
2026.04.28	00:29:17.263	1.17192				2
2026.04.28	00:29:22.671		1.17246			4
2026.04.28	00:29:32.297	1.17193				2
2026.04.28	00:29:56.981	1.17191				2
2026.04.28	00:30:00.287	1.17191				2
2026.04.28	00:30:03.294		1.17230			4
2026.04.28	00:30:33.994		1.17246			4
2026.04.28	00:30:51.463		1.17230			4
2026.04.28	00:31:00.185	1.17191				2
2026.04.28	00:31:16.740	1.17205				2
2026.04.28	00:31:17.040	1.17191	1.17229			6
2026.04.28	00:31:17.341	1.17205	1.17230			6
2026.04.28	00:31:17.640	1.17191	1.17229			6
2026.04.28	00:31:17.944	1.17205	1.17230			6
2026.04.28	00:31:18.240	1.17191	1.17229			6
2026.04.28	00:31:18.541	1.17205	1.17230			6
2026.04.28	00:31:18.846	1.17191	1.17229			6
2026.04.28	00:31:19.144	1.17205	1.17230			6
2026.04.28	00:31:19.448	1.17191	1.17229			6
2026.04.28	00:31:20.050	1.17205	1.17230			6
2026.04.28	00:31:20.353	1.17191				2
2026.04.28	00:31:21.857		1.17246			4
2026.04.28	00:32:00.089	1.17191				2
2026.04.28	00:32:12.118		1.17230			4
2026.04.28	00:32:43.398		1.17246			4
2026.04.28	00:33:00.245	1.17191				2
2026.04.28	00:33:00.852		1.17230			4
2026.04.28	00:33:32.167		1.17246			4
2026.04.28	00:34:00.149	1.17191				2
2026.04.28	00:34:17.004		1.17230			4
2026.04.28	00:34:47.718		1.17246			4
2026.04.28	00:34:58.856		1.17230			4
2026.04.28	00:35:00.061	1.17191				2
2026.04.28	00:35:30.152		1.17246			4
2026.04.28	00:35:38.879		1.17247			4
